"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ELOVL6",1.85348794764948e-146,1.59535622040974,0.279,0.015,7.08477233109537e-142
"KDM1B",1.87185862778031e-146,0.451941045847292,0.331,0.036,7.15499241882747e-142
"HNF4G",1.87312072314579e-146,0.436237701590245,0.294,0.021,7.15981665215245e-142
"ICK",1.97523824052984e-146,0.0206650981610945,0.319,0.03,7.55015065060128e-142
"GTPBP10",2.10870013857345e-146,0.738942923487196,0.308,0.026,8.06029540968317e-142
"KCNK6",2.14578196682117e-146,1.08584017576656,0.334,0.038,8.20203698997723e-142
"TMEM11",2.44839379442809e-146,0.178579064261335,0.334,0.037,9.35874043982194e-142
"PSMC2",2.59317523076433e-146,-0.0752185867670305,0.417,0.072,9.91215300207356e-142
"SLC7A6",2.80768258086952e-146,0.944281210160676,0.287,0.018,1.07320858971157e-141
"TSNAX",2.82621373451861e-146,0.257874077713411,0.353,0.045,1.08029193788239e-141
"LLPH",2.85481963175255e-146,-0.252267474753264,0.501,0.111,1.09122625604109e-141
"SATB2",2.93889891523501e-146,0.473475410309958,0.376,0.055,1.12336472135943e-141
"DMAC2",3.20597462444252e-146,0.452518255758898,0.317,0.03,1.22545174044691e-141
"SPIN1",3.4364779356716e-146,0.40749090340251,0.312,0.028,1.31355932613111e-141
"ANKRD36C",3.53851392536481e-146,2.06854831446583,0.366,0.056,1.35256156283144e-141
"AC091271.1",3.55253514060402e-146,1.99248317735879,0.266,0.01,1.35792103214448e-141
"CMTM4",3.63279149997073e-146,0.267649996242309,0.324,0.033,1.38859822294881e-141
"PSMC1",3.63862097231905e-146,-0.175910316999292,0.475,0.099,1.39082648045923e-141
"SNIP1",3.7883361854817e-146,1.16725554116706,0.286,0.018,1.44805362353852e-141
"BABAM1",3.87396404022332e-146,-0.0769568209855747,0.384,0.058,1.48078401473496e-141
"SLC25A4",3.96752641731574e-146,0.0895084963746426,0.379,0.056,1.51654729775477e-141
"HIKESHI",4.00525141981118e-146,0.0586791070361219,0.36,0.047,1.53096730270862e-141
"RRP1",4.20295090144013e-146,0.150585216283442,0.375,0.054,1.60653595256648e-141
"PUM3",4.43093768409116e-146,0.0960022736457652,0.491,0.108,1.693681620367e-141
"ING5",4.44251919804427e-146,0.44153674162061,0.342,0.04,1.69810853826044e-141
"DMAP1",4.49794108251558e-146,0.522227440707494,0.309,0.027,1.71929299938076e-141
"BRK1",4.66782991733218e-146,0.143519742854825,0.515,0.12,1.78423130760105e-141
"NTPCR",4.97038793692789e-146,-0.0348390678210768,0.358,0.046,1.89988108501132e-141
"AKT2",5.1704271226612e-146,0.23908497976979,0.354,0.046,1.97634406336602e-141
"CARS",5.18282762224099e-146,0.491008751013026,0.341,0.04,1.9810840303254e-141
"HIF1A",5.19390854559123e-146,0.247887694974708,0.365,0.05,1.98531960246679e-141
"OTUD4",5.39292947149982e-146,0.396883752670696,0.313,0.028,2.06139336118609e-141
"SUGT1",5.524102447074e-146,-0.0974520727440231,0.544,0.131,2.11153291936957e-141
"FMNL2",5.61567760032914e-146,0.386042683463609,0.321,0.032,2.14653660594981e-141
"HES4",6.1485897915255e-146,0.626651189852254,0.362,0.05,2.35023696191271e-141
"PDIA3",6.22556247063069e-146,0.210726533042352,0.637,0.19,2.37965899877388e-141
"FCGRT",6.5994205825716e-146,0.380190099945686,0.463,0.097,2.52256252348217e-141
"KCNN4",7.26317966342623e-146,0.419606374388089,0.36,0.049,2.77627779454804e-141
"MCCC2",7.3128597873352e-146,0.425856929232407,0.322,0.032,2.79526752511101e-141
"STK11",7.42559685589199e-146,0.162311457645187,0.396,0.064,2.83836014219615e-141
"RUVBL2",8.04061270123076e-146,0.222354217815487,0.401,0.066,3.07344379891844e-141
"PDE7A",8.11364119288718e-146,1.13253717299469,0.304,0.025,3.1013582095692e-141
"MIR4435-2HG",8.23384969599794e-146,0.537077837788186,0.327,0.034,3.14730670779825e-141
"FAM136A",8.31571548696138e-146,-0.0915512143011428,0.499,0.111,3.17859908773612e-141
"PSMF1",8.65125003383234e-146,-0.0229234391314836,0.461,0.093,3.30685381293207e-141
"AGRN",8.784310652888e-146,0.481362676307496,0.328,0.035,3.35771490395991e-141
"CCDC112",9.16431124980058e-146,0.151842760954405,0.359,0.048,3.50296633212377e-141
"ADAM15",9.16783008740949e-146,-0.01290699368324,0.429,0.079,3.5043113726114e-141
"NUDT9",9.17144490343956e-146,0.454828854147427,0.304,0.025,3.50569309989074e-141
"PTPN18",9.40886216045108e-146,0.313943101831444,0.367,0.051,3.59644347221082e-141
"AKAP11",9.8037084940228e-146,0.677946367786785,0.328,0.035,3.74736953475528e-141
"KARS",9.87638552758471e-146,-0.176253066653307,0.449,0.087,3.77514960406398e-141
"NOTCH1",9.88777544130781e-146,0.355726755696787,0.318,0.031,3.7795032846855e-141
"NUP98",1.06546516713716e-145,0.472178236394133,0.335,0.038,4.07263405486508e-141
"FLII",1.07722678660009e-145,0.255120874655192,0.349,0.044,4.11759166910017e-141
"SNX2",1.24319498886469e-145,-0.0296602147705791,0.348,0.043,4.75198852543637e-141
"NUDT16L1",1.26541427101169e-145,0.0430505688355265,0.346,0.042,4.8369195095151e-141
"EMC2",1.28472661441996e-145,0.0147153723491533,0.392,0.062,4.91073901095886e-141
"RHOBTB3",1.31684751352539e-145,0.427598663007617,0.424,0.078,5.03351793569944e-141
"UBXN7",1.36052079161196e-145,0.727050734314708,0.308,0.027,5.20045467385757e-141
"TMEM176A",1.54262827015365e-145,0.197233110520444,0.539,0.137,5.89654229983531e-141
"IFITM1",1.60366563781238e-145,0.34804284475689,0.441,0.086,6.12985153397403e-141
"PLD3",1.89315348741144e-145,0.184469225641706,0.335,0.038,7.2363898902815e-141
"MAGED2",2.03106676472261e-145,0.0674714590131114,0.363,0.05,7.76354960147572e-141
"ENTR1",2.04107465253959e-145,-0.0515907615155786,0.384,0.058,7.80180375186733e-141
"ARHGDIA",2.25200668798069e-145,-0.0652979436808961,0.634,0.18,8.60807036413738e-141
"TBCB",2.34655993352516e-145,-0.230912718082705,0.462,0.093,8.96949068990658e-141
"CLNS1A",2.38091795847646e-145,0.0943167131639617,0.48,0.104,9.10082080448041e-141
"AP2A2",2.43886657483795e-145,0.452631267799878,0.363,0.05,9.32232359566059e-141
"POLR2D",2.44619147382134e-145,0.136432853102747,0.331,0.036,9.3503222895347e-141
"CEP290",2.44761738511621e-145,0.65786441476157,0.317,0.031,9.35577269286819e-141
"SNX17",2.4661075225308e-145,-0.0747486334581215,0.365,0.05,9.42644939412174e-141
"GFM1",2.47790051620769e-145,0.181405648011447,0.322,0.032,9.47152693315228e-141
"RB1",2.55159556088706e-145,0.412895195143691,0.357,0.048,9.75321887193469e-141
"BDH1",2.60911230109023e-145,0.315958392683152,0.333,0.037,9.97307085968729e-141
"ZMAT2",2.62925646662405e-145,-0.147645159631082,0.466,0.095,1.00500699180238e-140
"BCAS2",2.68266414816085e-145,0.0493288789950503,0.391,0.061,1.025421543993e-140
"CCDC71L",2.81423267293421e-145,0.959630827109061,0.297,0.023,1.07571229690237e-140
"USP54",2.84684819981234e-145,1.04333749334498,0.297,0.023,1.08817925589627e-140
"TXNDC9",2.95016662114821e-145,-0.161994085294864,0.366,0.051,1.12767168926769e-140
"TMEM147",3.02614383807835e-145,0.070593246950712,0.484,0.106,1.15671322066707e-140
"SLC30A1",3.24667010320988e-145,0.898084677761926,0.297,0.023,1.24100718025094e-140
"TSR2",3.53953413330473e-145,0.438748637357662,0.328,0.035,1.3529515271144e-140
"CDC37L1",3.60531517009806e-145,0.660771580237393,0.303,0.025,1.37809567061828e-140
"NUDT21",3.70513033130603e-145,-0.0451387715318099,0.374,0.054,1.41624901783842e-140
"RETREG3",3.71819650995714e-145,0.708724441393902,0.301,0.024,1.42124343396602e-140
"CTDSPL",3.73953256726157e-145,0.399152998382759,0.325,0.034,1.42939892851006e-140
"CNP",4.17544933357871e-145,0.401353333059542,0.34,0.04,1.59602375326713e-140
"DRAM2",4.25728241059027e-145,0.0833129088740625,0.34,0.04,1.62730362862402e-140
"DERA",4.40210563405507e-145,0.279081737131666,0.317,0.03,1.68266085756121e-140
"DDX39A",4.44736131177075e-145,-0.118057613231959,0.486,0.106,1.69995938781125e-140
"TMED1",4.61522841086207e-145,0.363587731390859,0.335,0.038,1.76412490776792e-140
"CTNNBL1",4.67611853631207e-145,-0.166704257834113,0.404,0.067,1.78739954931993e-140
"NAPG",5.29258492392446e-145,0.069317272870113,0.367,0.051,2.02303766132089e-140
"RPS6KB2",5.52578931568885e-145,-0.0910898021001292,0.431,0.08,2.11217770802891e-140
"TIMMDC1",5.68595293503672e-145,-0.0862437501754794,0.382,0.058,2.17339864988844e-140
"NOP56",5.9763564303166e-145,0.535656721642319,0.589,0.166,2.28440248192422e-140
"GPR160",6.55173995362003e-145,0.231312468693698,0.491,0.11,2.50433707987172e-140
"CARD19",6.89040557224114e-145,-0.153043942221928,0.414,0.072,2.63378862593345e-140
"CRYBG1",7.32026341580878e-145,0.514147752251211,0.385,0.061,2.79809748805875e-140
"EIF2S1",7.67988851668702e-145,0.0282746695972718,0.408,0.07,2.93556058661845e-140
"FAM177A1",7.78815158772654e-145,0.216311760272439,0.604,0.169,2.97694306289259e-140
"PYGB",8.18352165893235e-145,0.249769816269759,0.524,0.127,3.1280693189103e-140
"COMMD2",8.18517800177761e-145,0.347669287554141,0.325,0.034,3.12870243939947e-140
"KLHL23",8.38839642208695e-145,0.343995606142551,0.355,0.046,3.20638064837851e-140
"NAB1",8.56830226626943e-145,0.414245201652966,0.327,0.035,3.27514785825883e-140
"CAAP1",8.86800004625697e-145,0.116524215981237,0.344,0.042,3.38970433768126e-140
"ERC1",8.92656673131961e-145,0.813285581737614,0.312,0.029,3.41209086737961e-140
"ACAA2",9.02855924044284e-145,0.0532338971447537,0.448,0.088,3.45107648406687e-140
"AFG3L2",9.16257288454123e-145,-0.117007524500883,0.386,0.06,3.50230185938704e-140
"MCM7",9.59324216885588e-145,0.194329726479242,0.432,0.081,3.66692088662347e-140
"NFYA",9.97711187572312e-145,0.724976427243047,0.29,0.02,3.8136512433764e-140
"ETV4",9.98871872878727e-145,0.400113031201516,0.369,0.053,3.81808784689165e-140
"LAMC1",1.00651879796017e-144,0.950153969900644,0.275,0.014,3.84731745332296e-140
"RUSC1",1.03657583960573e-144,0.396790413763762,0.327,0.035,3.96220748930894e-140
"TMEM97",1.07213949599081e-144,0.339636629949956,0.343,0.042,4.09814600947528e-140
"LCORL",1.08002355009176e-144,0.491534449094565,0.308,0.027,4.12828201787075e-140
"CYB561A3",1.08693667682924e-144,1.07906697208504,0.284,0.018,4.15470675351208e-140
"GATA6",1.09220970858449e-144,0.856153475211932,0.309,0.028,4.17486239009334e-140
"NOM1",1.1199446218457e-144,0.573054966868879,0.336,0.039,4.28087632254301e-140
"UQCC3",1.14309861708401e-144,0.161749883093152,0.494,0.112,4.3693801539419e-140
"GPS1",1.16011953579577e-144,0.0405703481112076,0.398,0.065,4.43444091362575e-140
"CAST",1.16268620703732e-144,0.345787824400653,0.758,0.26,4.44425175777946e-140
"DCAF6",1.17075669930888e-144,0.230707220001744,0.333,0.038,4.47510040743827e-140
"PTRH2",1.17164933111869e-144,0.391597093480123,0.309,0.027,4.47851240326807e-140
"TROVE2",1.21186236806968e-144,0.154909244851931,0.315,0.03,4.63222271570956e-140
"RNF4",1.32149255018804e-144,0.296728627473198,0.332,0.037,5.05127312383875e-140
"SLC44A2",1.36227049262054e-144,0.33648709578049,0.306,0.027,5.20714273099276e-140
"PPA2",1.48292651193084e-144,-0.0469198488804918,0.405,0.068,5.66833829920444e-140
"TMX1",1.49992875428791e-144,0.375855708547287,0.318,0.032,5.7333276703901e-140
"CCDC25",1.6259050950792e-144,0.152597300273923,0.352,0.045,6.21485963543075e-140
"SCAMP3",1.69291405932003e-144,0.267357871032446,0.335,0.038,6.47099470034489e-140
"OSTC",1.71645207918255e-144,0.0228583589124052,0.492,0.11,6.56096642746738e-140
"PHYH",1.89001855368559e-144,0.33098596165126,0.35,0.045,7.22440691960778e-140
"KLHL9",2.01794308244815e-144,1.04412700222968,0.299,0.024,7.71338563834982e-140
"CPEB4",2.09361302026009e-144,1.21957712190998,0.306,0.027,8.00262640864217e-140
"COPS5",2.11666146870781e-144,0.180936184300755,0.467,0.098,8.09072679798874e-140
"MLXIPL",2.40324904795582e-144,1.31579069905299,0.279,0.017,9.18617916090633e-140
"FAM135A",2.41587076960973e-144,0.824605716430828,0.314,0.03,9.23442442975622e-140
"KMT5C",2.43366232499816e-144,1.30703759199469,0.288,0.02,9.30243087107296e-140
"ASPSCR1",2.73266469714954e-144,0.165890666057399,0.359,0.049,1.04453375383844e-139
"REV3L",2.74388984276156e-144,0.557016820247984,0.307,0.027,1.04882445349718e-139
"CREG1",2.86312443702997e-144,0.188561529200364,0.352,0.046,1.09440068481033e-139
"ATG5",3.17887060670746e-144,-0.279528920584284,0.377,0.056,1.21509150070786e-139
"SNAPC3",3.3201480866736e-144,0.569343961177479,0.319,0.032,1.26909340465012e-139
"OSGIN2",3.36022807778088e-144,0.425559911775209,0.307,0.027,1.28441358045096e-139
"ALDH9A1",3.36308693762078e-144,0.0828678426287452,0.359,0.049,1.28550635103617e-139
"CBFB",3.48122713553141e-144,0.854276203510715,0.314,0.031,1.33066426028553e-139
"CELF2",3.54084112006729e-144,0.926925895158816,0.323,0.034,1.35345110973452e-139
"MEX3A",3.54607004003646e-144,0.665043778958541,0.285,0.018,1.35544981210354e-139
"UNC119",3.62683765940098e-144,0.369857685322025,0.315,0.03,1.38632242692943e-139
"DVL1",3.72013122949977e-144,0.241774810133039,0.367,0.053,1.42198296116399e-139
"IPO9",3.7319975011233e-144,0.95080297410202,0.294,0.022,1.42651872482937e-139
"PIGC",3.94641007381316e-144,0.657182350970024,0.288,0.02,1.50847578661434e-139
"ZNF827",3.98371465751622e-144,0.714269776132847,0.313,0.03,1.522735090689e-139
"REXO1",4.03580370802581e-144,0.905841948329578,0.303,0.026,1.54264560935579e-139
"CEP57",4.04678187152765e-144,-0.179491668392302,0.397,0.065,1.54684190257273e-139
"SAE1",4.09130391103243e-144,0.12322866796998,0.365,0.051,1.56386000695304e-139
"C9orf85",4.37635179027049e-144,0.540441852316962,0.319,0.032,1.67281670831299e-139
"COPG1",4.5943846865977e-144,-0.153291765927465,0.36,0.049,1.7561576026051e-139
"ABHD3",4.68334984594446e-144,1.31884268004105,0.296,0.023,1.79016364511381e-139
"BRIX1",4.79432256670755e-144,-0.107567825570778,0.474,0.101,1.83258185789829e-139
"WDR73",4.84497211645564e-144,1.02831326284401,0.308,0.028,1.851942141794e-139
"RHBDF1",4.94266524085847e-144,0.728802739880769,0.302,0.025,1.88928436166574e-139
"DCAF5",5.08279691547894e-144,0.440302662152086,0.313,0.03,1.94284829297267e-139
"UFM1",5.24677361821787e-144,-0.0523697099414366,0.597,0.16,2.0055267478276e-139
"MYO7B",5.86245134143965e-144,0.576009952979648,0.355,0.048,2.24086340075189e-139
"GUCY2C",5.87817660314872e-144,0.832473195633363,0.297,0.023,2.24687422478757e-139
"MVB12A",5.98511705259342e-144,-0.0556163776046099,0.369,0.053,2.28775114218331e-139
"COL4A3BP",6.12466222008201e-144,0.493838555688848,0.288,0.019,2.34109088700415e-139
"ZNF430",6.46783606280992e-144,2.18698438912166,0.272,0.014,2.47226565664846e-139
"DGKE",6.63199678119017e-144,1.73329227647514,0.278,0.016,2.53501444964213e-139
"GRHPR",7.13350863422775e-144,0.0974586346402466,0.449,0.089,2.72671234034721e-139
"SF3A3",7.14342872048492e-144,-0.133956155593163,0.37,0.053,2.73050419411815e-139
"DDX1",7.1828439284342e-144,-0.165587127550653,0.429,0.08,2.74557026320469e-139
"UBP1",7.22035302963231e-144,0.331302740955963,0.317,0.032,2.75990774204665e-139
"THEM4",7.26065783735815e-144,0.796472740937542,0.309,0.028,2.77531385175178e-139
"CYR61",7.77753979656731e-144,2.1336836442949,0.254,0.007,2.97288681183989e-139
"TMEM183A",7.85965510039884e-144,-0.343107819481922,0.489,0.107,3.00427456557645e-139
"ITGA3",8.22575334866786e-144,0.604739607537042,0.34,0.042,3.1442119599948e-139
"ZCCHC3",8.88303318952044e-144,1.15412586579315,0.281,0.017,3.39545060636229e-139
"SIL1",9.28267337825974e-144,0.32961499617303,0.344,0.043,3.548209072106e-139
"TBC1D23",9.42690412395685e-144,0.771938292163245,0.291,0.021,3.60333983234127e-139
"CTSD",9.68295620762565e-144,0.325224398341414,0.681,0.217,3.70121318080283e-139
"MEST",9.77659438900534e-144,0.711058633306144,0.298,0.023,3.7370054392534e-139
"CNST",9.95244473428915e-144,0.626297360789201,0.301,0.025,3.80422247523469e-139
"VKORC1",1.075001951945e-143,-0.0140294332884572,0.37,0.053,4.10908746111458e-139
"KDM4C",1.1031773916332e-143,1.42988694211015,0.285,0.019,4.21678526177873e-139
"NUP160",1.29269500586683e-143,0.577392321487804,0.289,0.02,4.94119739042535e-139
"E2F4",1.33411294363748e-143,0.137896020107921,0.38,0.059,5.09951331575989e-139
"MTX1",1.33855503909979e-143,-0.189562032556502,0.403,0.068,5.11649278145502e-139
"TWF2",1.34609302484445e-143,0.0957921832964348,0.329,0.036,5.14530597816544e-139
"SKI",1.34942277671045e-143,2.33118429351373,0.274,0.015,5.15803362169804e-139
"CEP164",1.37321653202101e-143,0.661930392997618,0.3,0.025,5.24898287199712e-139
"AC058791.1",1.43863627070304e-143,1.06879057813544,0.309,0.029,5.49904328113532e-139
"CYFIP1",1.44304356175227e-143,-0.0871381545756529,0.356,0.048,5.51588971044187e-139
"EHBP1L1",1.53513000169133e-143,0.37818975209887,0.388,0.063,5.86788091846496e-139
"GUCD1",1.5493611393858e-143,0.0679724139896354,0.358,0.049,5.92227801918829e-139
"PDCD7",1.58717046558777e-143,0.420104863635147,0.333,0.038,6.0668003876627e-139
"MID1IP1",1.61610441593204e-143,0.315065698836405,0.346,0.044,6.17739751945865e-139
"NFIL3",1.69652752062975e-143,0.970365782614735,0.3,0.025,6.48480679485517e-139
"IMPDH1",1.73049458765161e-143,0.311128474872321,0.346,0.044,6.61464251183952e-139
"ZNF274",1.73189686473941e-143,1.25801909081313,0.275,0.015,6.62000257577994e-139
"SAV1",1.92790610746364e-143,0.970490360957341,0.291,0.021,7.36922830516903e-139
"HK1",1.97004581136187e-143,0.176769208125636,0.348,0.045,7.5303031093496e-139
"RBM28",1.98058083503335e-143,0.113077913253348,0.384,0.061,7.57057218383146e-139
"NBN",1.9953661160282e-143,-0.163509316643181,0.375,0.056,7.62708744190618e-139
"ZC3H7A",2.23839739259693e-143,0.790277655443861,0.314,0.031,8.55605019346251e-139
"UBALD2",2.43328520244864e-143,0.0748696216584492,0.605,0.168,9.30098935783968e-139
"TBC1D9B",2.45573545572726e-143,0.28835095707376,0.327,0.036,9.38680320597187e-139
"CALR",2.46813885641184e-143,0.486403487883557,0.764,0.287,9.43421396474861e-139
"SLC25A23",2.59693010512798e-143,1.22762911785619,0.273,0.015,9.92650563384118e-139
"SELENOI",2.67558999977043e-143,1.08250468874987,0.291,0.021,1.02271752151225e-138
"RWDD1",2.70756691769505e-143,-0.10262521110718,0.517,0.121,1.03494037861976e-138
"ZBED5",2.76444621847087e-143,0.849671433187806,0.296,0.023,1.0566819225483e-138
"CHMP5",2.79139369008276e-143,-0.163222718793433,0.522,0.123,1.06698232409723e-138
"RCC1L",2.86578870330532e-143,0.10652667983465,0.317,0.032,1.09541907395143e-138
"LRRC8B",3.08980701269427e-143,0.84078112313692,0.273,0.014,1.18104783253226e-138
"NABP2",3.17480500245787e-143,0.0297194754548904,0.368,0.053,1.2135374641395e-138
"RAPGEF2",3.21749037728516e-143,1.32835451495713,0.277,0.016,1.22985352181348e-138
"CCS",3.30835405116752e-143,0.311100031087433,0.357,0.049,1.26458525251827e-138
"ZFX",3.74215452353121e-143,0.222400849874394,0.31,0.029,1.43040114507457e-138
"FKBP2",4.05480821824855e-143,0.125537059576022,0.515,0.123,1.54990989334333e-138
"LYAR",4.18633574344717e-143,-0.0225241687559203,0.407,0.071,1.60018497457525e-138
"BST2",4.24986421719759e-143,0.443135402673167,0.449,0.092,1.62446809838161e-138
"TEN1",4.31048437870265e-143,-0.0145811831987799,0.355,0.047,1.6476395489153e-138
"MIS18BP1",4.31827793500591e-143,0.4494002226044,0.358,0.05,1.65061855787666e-138
"FTSJ3",4.42002240063147e-143,0.696019393579664,0.322,0.034,1.68950936241737e-138
"MPDU1",4.68122376723432e-143,0.130895907545976,0.34,0.041,1.78935097278765e-138
"EIF2AK4",4.82281546651977e-143,-0.171801895501146,0.369,0.053,1.84347298392252e-138
"CYP2J2",5.09499794519242e-143,1.09309084798676,0.268,0.013,1.94751201457035e-138
"ZYG11B",5.13278574710188e-143,1.10561456148141,0.274,0.015,1.96195602397222e-138
"LACTB",5.37129839709662e-143,0.0895166211636769,0.352,0.046,2.05312509930621e-138
"RPAP2",5.40808632018943e-143,0.736627186988239,0.298,0.024,2.06718691502921e-138
"MRPL2",5.4374342215008e-143,-0.23610041025584,0.395,0.065,2.07840485682647e-138
"NIPSNAP2",5.47196627684907e-143,-0.0958018806692182,0.442,0.087,2.09160438966279e-138
"SUPT4H1",5.52066415770476e-143,-0.307917108835942,0.438,0.084,2.11021866764107e-138
"IL18",5.79230425162254e-143,0.462868126964159,0.364,0.053,2.2140503771402e-138
"FAM208B",5.80646534341615e-143,1.26316994880641,0.279,0.017,2.21946331286739e-138
"STX10",5.94552597021169e-143,-0.043957380044485,0.375,0.056,2.27261784685372e-138
"THRA",6.88830541841278e-143,0.387948720182641,0.333,0.039,2.6329858631341e-138
"CFAP20",6.90663307941485e-143,0.234707425380074,0.319,0.033,2.63999142827553e-138
"NSF",6.9731944502377e-143,0.119044950153379,0.322,0.034,2.66543384665886e-138
"WDR45",7.62208413545139e-143,0.430621340675136,0.341,0.042,2.91346543993494e-138
"ZCCHC17",7.72311371159281e-143,-0.254828184730117,0.385,0.06,2.95208298511924e-138
"COG2",7.82895291347767e-143,0.261749991658031,0.31,0.029,2.99253896164771e-138
"SLC9A3R2",7.84688495352986e-143,-0.0674680776287564,0.432,0.082,2.99939330463725e-138
"GDI1",8.16098811873002e-143,0.266297667859088,0.366,0.053,3.11945609850336e-138
"FKBP4",8.40952210940601e-143,0.0733165570281559,0.585,0.158,3.21445573109935e-138
"DPY30",8.71742963791993e-143,-0.196615564472563,0.466,0.097,3.33215030479851e-138
"METAP1",8.80565739274145e-143,0.0914183419950354,0.354,0.047,3.36587448180149e-138
"GART",9.26529693547676e-143,0.0680180681996845,0.407,0.072,3.54156710061664e-138
"TBC1D20",9.98356853732085e-143,0.139267798215575,0.318,0.032,3.81611923770552e-138
"DEPP1",1.01193778952118e-142,1.27452314346025,0.304,0.027,3.86803100666574e-138
"ITFG1",1.02982540952862e-142,0.6366519535455,0.317,0.033,3.93640464538221e-138
"CARHSP1",1.04611827240056e-142,-0.0184436117988306,0.524,0.127,3.9986824844239e-138
"GPI",1.05498827277412e-142,-0.123344909860983,0.515,0.122,4.03258717385179e-138
"PIGU",1.05780481602276e-142,0.846053198924462,0.29,0.021,4.0433531287654e-138
"METTL2B",1.13450437057464e-142,0.253082181233224,0.346,0.044,4.3365295060845e-138
"SPR",1.20698861265624e-142,0.05897406139901,0.347,0.044,4.61359327301721e-138
"EXOSC7",1.22933853987116e-142,0.0926836261957855,0.362,0.051,4.69902363480354e-138
"ARPC4",1.25425443745929e-142,-0.22889967711893,0.516,0.121,4.7942621617444e-138
"PIN1",1.32938572983357e-142,-0.253367499402502,0.408,0.071,5.08144401371583e-138
"TIMM50",1.38474631364843e-142,-0.162750808430108,0.38,0.059,5.29305430928974e-138
"ERCC1",1.52081026554978e-142,-0.115337202236223,0.362,0.051,5.81314515903748e-138
"SLC44A3",1.62575977696316e-142,0.831961335111844,0.271,0.014,6.21430417146396e-138
"GALNT11",1.80370468116086e-142,1.25551261616444,0.27,0.014,6.89448077326928e-138
"PEX1",1.86245403287474e-142,0.515210058982485,0.312,0.03,7.11904429526041e-138
"ATP6V1A",2.03724010954972e-142,0.266142308205753,0.306,0.028,7.78714659474284e-138
"MTG2",2.06775077243782e-142,0.108778664183986,0.355,0.048,7.90377055256631e-138
"DPY19L1",2.15379732940792e-142,0.528387091688423,0.292,0.022,8.23267491192884e-138
"RRP36",2.28177383106581e-142,-0.344345014972381,0.388,0.062,8.72185229186594e-138
"URGCP",2.67095321599479e-142,0.671453146910448,0.315,0.032,1.02094515728185e-137
"DTD1",2.69297627509938e-142,0.571702559466761,0.374,0.057,1.02936325139399e-137
"FARP1",2.90549520857141e-142,0.245513047731182,0.382,0.061,1.11059648852433e-137
"EPB41L4B",3.05703906266165e-142,0.597566424419337,0.302,0.026,1.16852261131179e-137
"GRK2",3.18647763948428e-142,-0.190256829212518,0.498,0.113,1.21799921291647e-137
"LPIN1",3.23249269026391e-142,0.67689244185081,0.339,0.042,1.23558800592648e-137
"MPLKIP",3.26543943269272e-142,-0.0564130644217419,0.477,0.104,1.24818156875247e-137
"SCO1",3.41955146827776e-142,0.258348940620423,0.323,0.035,1.30708935323449e-137
"FUNDC2",3.45349320035723e-142,-0.122361085191767,0.461,0.096,1.32006324090455e-137
"NOLC1",3.45488423480052e-142,-0.0198482313469022,0.472,0.101,1.32059494991015e-137
"NGLY1",3.51057708971414e-142,0.338882721896433,0.327,0.036,1.34188298677233e-137
"MARCH5",3.79257596408571e-142,-0.0752802387970206,0.311,0.03,1.44967423651212e-137
"GBA2",3.95739047042772e-142,0.518947343669083,0.319,0.033,1.51267293341629e-137
"RDH14",4.09705493545644e-142,0.801198106490394,0.285,0.02,1.56605827852887e-137
"CTNNBIP1",4.11605948968217e-142,-0.0738990220845825,0.394,0.065,1.57332257933611e-137
"DPP3",4.41383787929628e-142,0.0654846064158812,0.335,0.04,1.68714539098221e-137
"LAMTOR3",4.58672244910963e-142,-0.112985659979893,0.358,0.05,1.75322878894767e-137
"CLN5",5.09699699664778e-142,1.14827292732188,0.284,0.019,1.94827613199865e-137
"SHC1",5.23838738926484e-142,0.155431177948988,0.342,0.043,2.00232119567259e-137
"ARHGEF10L",5.361674633726e-142,0.383342460516195,0.347,0.045,2.04944651199542e-137
"KLHL36",5.52904821826205e-142,0.520805207528096,0.306,0.028,2.11342339094849e-137
"LSM10",5.74554539411321e-142,-0.0121459579924852,0.366,0.053,2.19617727144583e-137
"WDR46",6.23478676707223e-142,-0.233189490667087,0.394,0.065,2.38318489384569e-137
"NDE1",6.4154330088866e-142,0.485725281063414,0.309,0.03,2.45223511331681e-137
"UBE2N",6.46214277746778e-142,-0.182314287745772,0.493,0.11,2.47008945525928e-137
"FAHD1",6.57715959820827e-142,0.363315668824972,0.331,0.038,2.51405348481913e-137
"ORC2",6.58486710240702e-142,0.446104946952187,0.312,0.03,2.51699960122406e-137
"NAT9",6.77716714813633e-142,0.249275383151463,0.323,0.035,2.59050437070363e-137
"GMPS",8.06708332406694e-142,0.0265145007587482,0.39,0.064,3.08356192979135e-137
"RWDD4",8.67502362508157e-142,0.0872670865067142,0.354,0.048,3.31594103045118e-137
"SNRNP48",9.68560031131175e-142,0.457362426069905,0.316,0.032,3.7022238629958e-137
"MICU1",9.92388071439579e-142,0.186639265725123,0.32,0.034,3.79330416427065e-137
"GPR108",1.22092241329593e-141,0.249738043239933,0.325,0.036,4.66685383258235e-137
"CXCL2",1.22768844660279e-141,0.886191207679879,0.456,0.101,4.69271631829449e-137
"LNPK",1.25218182322715e-141,0.858916026982926,0.297,0.025,4.78633980110345e-137
"HNRNPDL",1.2676997049601e-141,0.30286687126051,0.744,0.254,4.84565535223949e-137
