"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"RAMP1",8.26249641006802e-56,-0.233145294165892,0.313,0.107,3.1582566277844e-51
"CYC1",2.05802694980292e-55,-0.0152461824107681,0.612,0.283,7.86660221292666e-51
"GNG5",3.00658408081664e-55,-0.0698903266111506,0.66,0.306,1.14923669905135e-50
"ATP5PD",4.11820464047392e-55,-0.537112601447825,0.633,0.274,1.57414254177475e-50
"MT1E",1.86461490275198e-54,0.0210559857549525,0.378,0.147,7.12730400427915e-50
"RPL18A",3.40287376643806e-54,-0.62228339818234,0.941,0.924,1.30071446848328e-49
"PSME2",1.42772622416274e-53,-0.462986597903908,0.608,0.265,5.45734071923966e-49
"MYL12A",3.44984544696296e-53,-0.144532571435484,0.711,0.333,1.31866892364712e-48
"C9orf16",6.24927213904957e-53,-0.222212487643335,0.664,0.309,2.38872178243031e-48
"HLA-B",3.37539697377793e-52,0.362140543646624,0.855,0.501,1.29021173925687e-47
"PSMB1",3.43912838824505e-52,-0.155116164738466,0.632,0.295,1.31457243512279e-47
"S100A14",3.58848860584463e-52,-0.278818441684729,0.674,0.312,1.37166388469805e-47
"S100A4",3.94347018341622e-52,-0.52305492688873,0.489,0.212,1.50735204290902e-47
"PTMS",8.48884969302249e-52,-0.385164305570369,0.675,0.308,3.24477790666092e-47
"TIMM13",1.38444555748368e-51,-0.359795592851535,0.608,0.272,5.29190469892563e-47
"EIF2S2",1.61204019444268e-51,-0.0951682340920748,0.692,0.329,6.16186243923772e-47
"RPL35",3.90383800908472e-51,-0.572583409351424,0.949,0.911,1.49220304059254e-46
"SLC25A3",6.34145154530124e-51,0.0165761316039803,0.776,0.39,2.42395643867595e-46
"SNU13",1.89355755340563e-50,-0.362229094943585,0.679,0.314,7.23793439213768e-46
"RPS12",1.94816356061373e-50,-0.592089255312434,0.961,0.951,7.44666039408992e-46
"ADIRF",6.65332615014617e-50,-0.712167993512259,0.373,0.145,2.54316738763187e-45
"ANP32B",8.50338609240544e-50,-0.31045640163018,0.701,0.335,3.25033429996106e-45
"HMGA1",1.17959904322968e-49,-0.406857477720267,0.635,0.291,4.50889938284112e-45
"PEBP1",1.31583191584214e-49,-0.074614802926243,0.628,0.301,5.02963591511499e-45
"PDCD5",2.88324912757067e-49,-0.368376110946586,0.583,0.263,1.10209314652261e-44
"ROMO1",3.06637063096227e-49,-0.233489045099942,0.667,0.309,1.17208950997902e-44
"C19orf53",3.10817220367802e-49,-0.348095367601459,0.667,0.308,1.18806774313389e-44
"PRELID1",6.3541180997736e-49,-0.241793333646021,0.663,0.309,2.42879810245746e-44
"PHB",7.52160029107038e-49,-0.353848989372932,0.633,0.293,2.87505649525874e-44
"PRAC1",7.5639497132217e-49,0.193349552911587,0.355,0.138,2.89124413838186e-44
"HLA-A",1.71684771473349e-48,0.232993817658966,0.858,0.494,6.56247870479728e-44
"SOD1",2.66156267295014e-48,-0.206156100769786,0.701,0.331,1.01735571610846e-43
"HSPD1",5.22851761467024e-48,0.364015933903825,0.831,0.543,1.99854857303155e-43
"CD63",7.33354214157484e-48,0.27753723819382,0.762,0.467,2.80317314819557e-43
"NDUFB7",1.08173562645885e-47,-0.26342554175667,0.696,0.327,4.13482625857631e-43
"MTRNR2L1",1.25760955099752e-47,-0.298020504913749,0.659,0.309,4.80708674773291e-43
"MT-CO3",1.8651395644156e-47,-0.571480326481137,0.997,0.994,7.12930947102221e-43
"NCL",2.5545805440527e-47,0.140166636467667,0.799,0.442,9.76462867158706e-43
"NOP53",4.02035038434513e-47,-0.363520898950441,0.683,0.321,1.53673873091208e-42
"MDH2",4.68648880505277e-47,-0.218201312548814,0.634,0.3,1.79136348084337e-42
"CLTA",5.46009547474632e-47,-0.0377570466366886,0.736,0.371,2.08706689426704e-42
"EIF5A",5.79866195911507e-47,-0.656047053913389,0.64,0.287,2.21648054725214e-42
"GUK1",5.17240203380818e-46,-0.224920965672732,0.749,0.368,1.97709895340284e-41
"POLR2L",5.63621800483093e-46,-0.422642210800662,0.703,0.33,2.15438797016657e-41
"RPS27L",5.99748810476328e-46,-0.362791115778582,0.702,0.333,2.29247985316471e-41
"HMGN2",1.0498969128682e-45,-0.0756450327380527,0.663,0.332,4.0131259597474e-41
"MT-ATP6",1.16142589354554e-45,-0.497202444191492,0.997,0.994,4.43943433548846e-41
"GTF3A",3.87340657353486e-45,-0.469067155311025,0.608,0.279,1.48057092866796e-40
"AGR2",8.11318444309916e-45,-0.166334094240807,0.682,0.378,3.10118362153022e-40
"CENPW",9.14210943640125e-45,-0.951561982850587,0.252,0.084,3.49447991097001e-40
"SNRPG",6.06715720680783e-44,-0.481087669810343,0.643,0.3,2.31911017073022e-39
"GABARAP",4.28946116128152e-43,-0.320752820388905,0.299,0.117,1.63960363428825e-38
"SNRPB",6.12311999817703e-43,-0.0308024212605553,0.62,0.313,2.34050138810319e-38
"SEM1",3.07537104955527e-42,-0.127685621952544,0.683,0.342,1.17552982998201e-37
"RAC1",1.03812660627222e-41,0.130960332386212,0.785,0.446,3.96813513981494e-37
"SUMO2",1.1882311519309e-41,-0.0952007395083661,0.702,0.357,4.54189475514069e-37
"CD74",1.21473681515231e-41,-0.714725706806893,0.503,0.232,4.6432100022382e-37
"SEC61B",4.12692469649261e-41,-0.33310038234623,0.708,0.348,1.57747569598734e-36
"COMMD6",5.04200085548864e-41,-0.259275888418012,0.669,0.329,1.92725440700198e-36
"PABPC1",5.17912069986334e-41,0.279927585056315,0.912,0.654,1.97966709631576e-36
"RPL36AL",3.61712208482031e-40,-0.0891258707224261,0.746,0.384,1.38260874570171e-35
"IFITM3",4.83227168399681e-40,-0.301166652430907,0.6,0.293,1.84708752849094e-35
"ATP5MPL",5.31855101687369e-40,-0.434472377201476,0.661,0.316,2.0329629406898e-35
"ETFB",5.86466346093445e-40,-0.543081639829297,0.536,0.247,2.24170896130759e-35
"CDC42EP5",1.29157398001474e-39,-0.651647598018562,0.629,0.304,4.93691238120836e-35
"RPLP1",1.46149929120023e-39,-0.46565590403818,0.967,0.962,5.58643489068376e-35
"COX8A",1.74817034307722e-39,-0.318365438418248,0.68,0.339,6.68220631937837e-35
"ANXA2",2.90565171184243e-39,-0.11343993459209,0.802,0.436,1.11065631033465e-34
"SET",2.95014888017954e-39,-0.0888045907132651,0.774,0.41,1.12766490795983e-34
"FXYD3",2.98853115982521e-39,-0.226669594722206,0.684,0.347,1.14233615053159e-34
"CHCHD10",3.31272077265941e-39,-0.526458371626428,0.632,0.303,1.26625438814133e-34
"MTRNR2L12",5.71103722747144e-39,-0.455439557407201,0.986,0.929,2.18298686982868e-34
"RPL21",6.54040355642175e-39,-0.616540324749718,0.909,0.867,2.50000385540665e-34
"LDHA",7.10994499177599e-39,-0.152772558395542,0.751,0.392,2.71770537365645e-34
"CALM2",1.44933553679624e-38,-0.0964734828413873,0.811,0.43,5.53994015584996e-34
